name,description_semantique,ingredients,instructions,category,difficulty,prep_time,taste_profile
Storm de Venice,"Ce cocktail delicat revisite les classiques avec Rhum blanc, Nectar de litchi et Sirop d'orgeat. Profil gustatif marque par canne et une touche de tropical. Une experience gustative.","[""60ml Rhum blanc"", ""45ml Nectar de litchi"", ""25ml Sirop d'orgeat"", ""Rondelle d'orange"", ""Sel de celeri""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir avec rondelle d'orange,Tiki,Moyen,6,"{""Douceur"": 4.2, ""Acidite"": 1.5, ""Amertume"": 3.3, ""Force"": 4.4, ""Fraicheur"": 2.0}"
The Coastal Mirage,Harmonie convivial entre Whisky irlandais vigoureux et Jus de pomme delicat. Triple Sec ajoute une touche finale. Sensation complexe avec des accents de cereale. Pour les amateurs de cocktails complexes.,"[""60ml Whisky irlandais"", ""90ml Jus de pomme"", ""25ml Triple Sec"", ""Olive verte""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir selon votre preference,Strong,Difficile,7,"{""Douceur"": 3.7, ""Acidite"": 2.0, ""Amertume"": 1.9, ""Force"": 4.1, ""Fraicheur"": 2.1}"
Bloom de Cancun,Ce cocktail modern met en valeur le Pisco accompagne de Puree de fraise frais. Chartreuse verte apporte un equilibre parfait. Notes dominantes de floral avec une finale epicee.,"[""45ml Pisco"", ""45ml Puree de fraise"", ""30ml Chartreuse verte"", ""Tranche d'ananas"", ""Glacons"", ""Sucre de canne""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir avec tranche d'ananas,Modern,Moyen,4,"{""Douceur"": 2.8, ""Acidite"": 1.7, ""Amertume"": 2.5, ""Force"": 4.6, ""Fraicheur"": 1.9}"
Santorini Smooth,"Un cocktail elegant a base de Tequila blanco, melange avec Nectar de peche et rehausse de Midori. Notes dominantes de agave avec une finale douce. Parfait pour les moments festifs.","[""60ml Tequila blanco"", ""30ml Nectar de peche"", ""20ml Midori"", ""Zeste de citron"", ""Glacons"", ""Poivre noir""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec zeste de citron,Tropical,Difficile,9,"{""Douceur"": 4.3, ""Acidite"": 1.5, ""Amertume"": 1.8, ""Force"": 4.1, ""Fraicheur"": 2.3}"
The Vintage Star,"Un rafraichissant voyage sensoriel avec Brandy comme guide, Puree de framboise comme compagnon et Midori comme destination. Bouquet de fruit evoluant vers rond.","[""50ml Brandy"", ""60ml Puree de framboise"", ""15ml Midori"", ""Noix de muscade rapee"", ""Glacons"", ""Eau petillante""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Strong,Moyen,5,"{""Douceur"": 4.1, ""Acidite"": 2.1, ""Amertume"": 2.7, ""Force"": 3.6, ""Fraicheur"": 2.8}"
Vienna Pacific,Creation subtil associant Brandy et Jus d'ananas avec elegance. Sirop de grenadine complete ce tableau gustatif. Palette aromatique riche en fruit et tropical. Pour ceux qui aiment surprendre.,"[""50ml Brandy"", ""45ml Jus d'ananas"", ""30ml Sirop de grenadine"", ""Quartier de fraise"", ""Glacons""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir selon votre preference,Modern,Difficile,8,"{""Douceur"": 4.8, ""Acidite"": 1.7, ""Amertume"": 2.9, ""Force"": 4.4, ""Fraicheur"": 2.0}"
The Fresh Flame,"Un rafraichissant voyage sensoriel avec Cachaca comme guide, Eau gazeuse comme compagnon et Campari comme destination. Palette aromatique riche en herbe et vegetal.","[""50ml Cachaca"", ""90ml Eau gazeuse"", ""25ml Campari"", ""Lamelle de gingembre"", ""Glacons""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir selon votre preference,Tiki,Facile,7,"{""Douceur"": 1.5, ""Acidite"": 1.5, ""Amertume"": 4.4, ""Force"": 3.6, ""Fraicheur"": 3.5}"
Aromatic Flame,Decouvrez ce cocktail audacieux ou le Cognac rencontre le Jus de passion dans une danse de saveurs. Midori apporte la touche finale. Profil gustatif marque par raisin et une touche de chene.,"[""60ml Cognac"", ""45ml Jus de passion"", ""15ml Midori"", ""Quartier de fraise"", ""Glacons""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir selon votre preference,Aperitif,Difficile,7,"{""Douceur"": 4.5, ""Acidite"": 2.6, ""Amertume"": 1.6, ""Force"": 5.0, ""Fraicheur"": 3.1}"
Thunder de Fiji,Laissez-vous seduire par ce audacieux cocktail ou Cognac s'allie au Tonic water. Une pointe de Baileys revele une complexite insoupconnee. Palette aromatique riche en chene et carbonated.,"[""45ml Cognac"", ""90ml Tonic water"", ""30ml Baileys"", ""Tranche d'ananas"", ""Glacons""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir avec tranche d'ananas,Classic,Moyen,5,"{""Douceur"": 2.7, ""Acidite"": 1.5, ""Amertume"": 2.5, ""Force"": 5.0, ""Fraicheur"": 2.0}"
Marrakech Oriental,Une creation convivial ou le Cognac dialogue avec Ginger beer. Campari orchestre cette rencontre. Equilibre parfait entre fruit sec et amer herbes. Emotion subtile garantie.,"[""60ml Cognac"", ""60ml Ginger beer"", ""30ml Campari"", ""Lamelle de gingembre"", ""Glacons""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Modern,Facile,7,"{""Douceur"": 2.5, ""Acidite"": 1.7, ""Amertume"": 3.4, ""Force"": 4.2, ""Fraicheur"": 3.9}"
Journey de Singapore,Harmonie audacieux entre Gin vigoureux et Jus de tomate delicat. Benedictine ajoute une touche finale. Equilibre parfait entre agrumes et herbes. Pour les amateurs de experiences uniques.,"[""60ml Gin"", ""30ml Jus de tomate"", ""30ml Benedictine"", ""Baton de cannelle"", ""Glacons"", ""Sucre de canne""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir selon votre preference,Classic,Facile,5,"{""Douceur"": 2.5, ""Acidite"": 2.2, ""Amertume"": 1.9, ""Force"": 3.5, ""Fraicheur"": 2.3}"
Bermuda Sour,Cocktail tiki harmonieux celebrant Cognac dans toute sa splendeur. Soda et Amaretto completent l'ensemble. Equilibre parfait entre raisin et amande.,"[""45ml Cognac"", ""60ml Soda"", ""30ml Amaretto"", ""Baton de cannelle"", ""Glacons""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir selon votre preference,Tiki,Difficile,6,"{""Douceur"": 2.6, ""Acidite"": 1.5, ""Amertume"": 2.4, ""Force"": 4.0, ""Fraicheur"": 2.5}"
Root de Cancun,"Ce cocktail subtil revisite les classiques avec Rhum blanc, Jus de tomate et Midori. Bouquet de tropical evoluant vers melon. Une experience gustative.","[""45ml Rhum blanc"", ""60ml Jus de tomate"", ""20ml Midori"", ""Baton de cannelle"", ""Glacons""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir selon votre preference,Modern,Difficile,6,"{""Douceur"": 3.0, ""Acidite"": 2.4, ""Amertume"": 2.7, ""Force"": 4.3, ""Fraicheur"": 1.9}"
Moon de Sydney,"Un elegant voyage sensoriel avec Mezcal comme guide, Lait de coco comme compagnon et Cointreau comme destination. Notes dominantes de fume avec une finale veloutee.","[""45ml Mezcal"", ""60ml Lait de coco"", ""20ml Cointreau"", ""Branche de romarin"", ""Glacons"", ""Poivre noir""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec branche de romarin,Refreshing,Difficile,7,"{""Douceur"": 2.5, ""Acidite"": 1.5, ""Amertume"": 1.9, ""Force"": 4.2, ""Fraicheur"": 2.8}"
Tahiti French,Une creation audacieux ou le Tequila reposado dialogue avec Jus de mangue. Sirop d'orgeat orchestre cette rencontre. Palette aromatique riche en boise et boise. Emotion intense garantie.,"[""50ml Tequila reposado"", ""60ml Jus de mangue"", ""30ml Sirop d'orgeat"", ""Olive verte"", ""Sucre de canne""]",1. Placer tous les ingredients dans un blender 2. Ajouter une tasse de glace pilee 3. Mixer jusqu'a obtenir une consistance lisse 4. Verser dans un verre hurricane 5. Garnir selon votre preference,Aperitif,Moyen,7,"{""Douceur"": 5.0, ""Acidite"": 1.5, ""Amertume"": 1.9, ""Force"": 4.0, ""Fraicheur"": 1.6}"
The Royal Moon,"Un cocktail elegant a base de Brandy, melange avec Jus de pomme et rehausse de Sirop simple. Bouquet de fruit evoluant vers rond. Parfait pour les afterworks.","[""60ml Brandy"", ""90ml Jus de pomme"", ""20ml Sirop simple"", ""Quartier de fraise"", ""Glacons"", ""Angostura bitters""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Strong,Difficile,3,"{""Douceur"": 4.3, ""Acidite"": 2.1, ""Amertume"": 1.6, ""Force"": 4.4, ""Fraicheur"": 1.6}"
Bali Smoky,"Whisky scotch forme la base de ce cocktail intense, enrichi par Jus de grenade et Blue Curacao. Palette aromatique riche en fume et fume. Une experience unique a chaque gorgee.","[""45ml Whisky scotch"", ""45ml Jus de grenade"", ""20ml Blue Curacao"", ""Quartier de pamplemousse"", ""Glacons""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir selon votre preference,Digestif,Difficile,5,"{""Douceur"": 3.5, ""Acidite"": 2.5, ""Amertume"": 1.7, ""Force"": 5.0, ""Fraicheur"": 2.4}"
Tale de Santorini,Harmonie exotique entre Cachaca vigoureux et Jus de tomate delicat. Cointreau ajoute une touche finale. Bouquet de herbe evoluant vers savory. Pour les amateurs de saveurs authentiques.,"[""45ml Cachaca"", ""30ml Jus de tomate"", ""25ml Cointreau"", ""Quartier de fraise"", ""Glacons"", ""Sel de celeri""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Modern,Difficile,6,"{""Douceur"": 3.2, ""Acidite"": 2.3, ""Amertume"": 3.4, ""Force"": 4.1, ""Fraicheur"": 3.0}"
The Persian Story,Un melange rafraichissant et harmonieux de Whisky irlandais avec Nectar de litchi. Le Miel liquide ajoute une dimension olfactive. Attaque franche suivie de notes de miel. Recommande pour les soirees d'ete.,"[""45ml Whisky irlandais"", ""60ml Nectar de litchi"", ""30ml Miel liquide"", ""Cerise au marasquin""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir avec cerise au marasquin,Refreshing,Facile,8,"{""Douceur"": 4.5, ""Acidite"": 1.5, ""Amertume"": 2.1, ""Force"": 3.7, ""Fraicheur"": 1.6}"
Vine de Cancun,Laissez-vous seduire par ce elegant cocktail ou Gin s'allie au Jus de citron vert. Une pointe de Grand Marnier revele une complexite insoupconnee. Attaque franche suivie de notes de genievre.,"[""50ml Gin"", ""30ml Jus de citron vert"", ""25ml Grand Marnier"", ""Cerise au marasquin"", ""Glacons""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir avec cerise au marasquin,Aperitif,Difficile,7,"{""Douceur"": 3.2, ""Acidite"": 3.9, ""Amertume"": 3.5, ""Force"": 4.1, ""Fraicheur"": 2.4}"
The Golden Escape,Laissez-vous seduire par ce sophistique cocktail ou Whisky irlandais s'allie au Puree de fraise. Une pointe de Chambord revele des saveurs subtiles. Sensation complexe avec des accents de miel.,"[""50ml Whisky irlandais"", ""90ml Puree de fraise"", ""25ml Chambord"", ""Olive verte"", ""Glacons"", ""Eau petillante""]",1. Placer les ingredients dans un verre a melange avec glace 2. Remuer delicatement a la cuillere pendant 30 secondes 3. Filtrer dans un verre refroidi 5. Garnir selon votre preference,Strong,Facile,5,"{""Douceur"": 3.4, ""Acidite"": 1.5, ""Amertume"": 3.4, ""Force"": 3.6, ""Fraicheur"": 2.1}"
The Electric Spirit,Laissez-vous seduire par ce elegant cocktail ou Whisky bourbon s'allie au Ginger beer. Une pointe de Grand Marnier revele des notes cachees. Notes dominantes de caramel avec une finale persistante.,"[""60ml Whisky bourbon"", ""45ml Ginger beer"", ""30ml Grand Marnier"", ""Fleur comestible"", ""Glacons""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir selon votre preference,Refreshing,Facile,5,"{""Douceur"": 3.6, ""Acidite"": 1.6, ""Amertume"": 2.6, ""Force"": 5.0, ""Fraicheur"": 4.2}"
Coastal Shadow,Creation subtil associant Whisky bourbon et Soda avec elegance. Aperol complete ce tableau gustatif. Complexite gustative revelant caramel puis caramel. Pour ceux qui aiment surprendre.,"[""50ml Whisky bourbon"", ""90ml Soda"", ""15ml Aperol"", ""Zeste de citron"", ""Glacons"", ""Poivre noir""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir avec zeste de citron,Strong,Moyen,4,"{""Douceur"": 1.8, ""Acidite"": 1.5, ""Amertume"": 3.4, ""Force"": 4.5, ""Fraicheur"": 3.2}"
Creamy Horizon,"Le Mezcal prend vie dans ce cocktail tiki, marie au Eau gazeuse et sublime par Baileys. Attaque subtile suivie de notes de terreux. Une audacieux decouverte.","[""45ml Mezcal"", ""90ml Eau gazeuse"", ""30ml Baileys"", ""Cerise au marasquin""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec cerise au marasquin,Tiki,Moyen,7,"{""Douceur"": 2.5, ""Acidite"": 1.5, ""Amertume"": 3.1, ""Force"": 4.6, ""Fraicheur"": 4.0}"
Electric Mind,Cocktail tropical subtil celebrant Pisco dans toute sa splendeur. Jus de raisin et Midori completent l'ensemble. Attaque franche suivie de notes de fruite.,"[""45ml Pisco"", ""45ml Jus de raisin"", ""25ml Midori"", ""Lamelle de gingembre""]",1. Remplir le verre de glacons 2. Verser les ingredients directement dans le verre 3. Melanger doucement 5. Garnir selon votre preference,Tropical,Moyen,6,"{""Douceur"": 4.4, ""Acidite"": 1.6, ""Amertume"": 2.3, ""Force"": 4.0, ""Fraicheur"": 2.6}"
Crisp Kiss,"Un convivial voyage sensoriel avec Cognac comme guide, Creme de coco comme compagnon et Chartreuse verte comme destination. Equilibre parfait entre chene et creamy.","[""45ml Cognac"", ""60ml Creme de coco"", ""15ml Chartreuse verte"", ""Feuilles de menthe""]",1. Combiner les ingredients dans le verre 2. Melanger et servir 5. Garnir avec feuilles de menthe,Strong,Facile,5,"{""Douceur"": 3.9, ""Acidite"": 1.5, ""Amertume"": 3.0, ""Force"": 4.5, ""Fraicheur"": 2.5}"
Moon de Jamaica,Cocktail aperitif equilibre celebrant Mezcal dans toute sa splendeur. Jus de grenade et Sirop de gingembre completent l'ensemble. Equilibre parfait entre fume et gingembre.,"[""45ml Mezcal"", ""30ml Jus de grenade"", ""25ml Sirop de gingembre"", ""Tranche d'ananas""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec tranche d'ananas,Aperitif,Facile,9,"{""Douceur"": 3.5, ""Acidite"": 2.5, ""Amertume"": 2.1, ""Force"": 4.2, ""Fraicheur"": 3.2}"
The Exotic Delight,"Le Tequila reposado prend vie dans ce cocktail tropical, marie au Lait de coco et sublime par Grand Marnier. Bouquet de agave evoluant vers orange cognac. Une audacieux decouverte.","[""50ml Tequila reposado"", ""90ml Lait de coco"", ""25ml Grand Marnier"", ""Noix de muscade rapee"", ""Angostura bitters""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir selon votre preference,Tropical,Difficile,6,"{""Douceur"": 3.6, ""Acidite"": 1.5, ""Amertume"": 2.8, ""Force"": 4.0, ""Fraicheur"": 1.6}"
Santorini Fizz,"Ce strong equilibre combine harmonieusement Cachaca et Jus de cranberry, avec une touche de Benedictine. Equilibre parfait entre herbe et frais. Ideal pour une pause rafraichissante.","[""60ml Cachaca"", ""60ml Jus de cranberry"", ""25ml Benedictine"", ""Zeste de citron"", ""Glacons"", ""Sel de celeri""]",1. Ajouter tous les ingredients dans un shaker avec de la glace 2. Shaker energiquement pendant 15 secondes 3. Filtrer dans le verre de service 5. Garnir avec zeste de citron,Strong,Moyen,6,"{""Douceur"": 2.5, ""Acidite"": 2.9, ""Amertume"": 3.0, ""Force"": 4.3, ""Fraicheur"": 2.4}"
The Tropical Bliss,"Ce cocktail complexe revisite les classiques avec Tequila reposado, Jus d'orange et Amaretto. Complexite gustative revelant agave puis vanille. Une experience gustative.","[""45ml Tequila reposado"", ""45ml Jus d'orange"", ""15ml Amaretto"", ""Tranche d'ananas"", ""Glacons"", ""Sel de celeri""]",1. Verser le premier ingredient au fond du verre 2. Utiliser le dos d'une cuillere pour superposer chaque couche 3. Proceder lentement pour preserver les couches distinctes 5. Garnir avec tranche d'ananas,Tropical,Moyen,7,"{""Douceur"": 3.9, ""Acidite"": 2.1, ""Amertume"": 2.8, ""Force"": 3.8, ""Fraicheur"": 3.0}"
Night de Fiji,"Un cocktail convivial a base de Mezcal, melange avec Eau de rose et rehausse de Triple Sec. Sensation complexe avec des accents de terreux. Parfait pour les celebrations.","[""60ml Mezcal"", ""90ml Eau de rose"", ""25ml Triple Sec"", ""Baton de cannelle"", ""Sel de celeri""]","1. Dans un shaker, piler delicatement les ingredients frais 2. Ajouter les alcools et la glace 3. Shaker vigoureusement pendant 10 secondes 4. Filtrer dans un verre refroidi 5. Garnir selon votre preference",Digestif,Difficile,6,"{""Douceur"": 2.7, ""Acidite"": 1.5, ""Amertume"": 2.5, ""Force"": 4.6, ""Fraicheur"": 2.6}"
Manhattan Twisted,Une creation rafraichissant ou le Cognac dialogue avec Eau de rose. Sirop de grenadine orchestre cette rencontre. Equilibre parfait entre chene et grenade. Emotion subtile garantie.,"[""60ml Cognac"", ""45ml Eau de rose"", ""25ml Sirop de grenadine"", ""Zeste de citron"", ""Glacons""]",1. Shaker tous les ingredients sans glace pendant 10 secondes 2. Ajouter la glace et shaker a nouveau 15 secondes 3. Double filtrer dans le verre 5. Garnir avec zeste de citron,Refreshing,Difficile,7,"{""Douceur"": 2.9, ""Acidite"": 1.5, ""Amertume"": 2.6, ""Force"": 4.4, ""Fraicheur"": 2.8}"
